N,biot_coefficient,storativity,young_modulus,init_stress_x,perm_kr,perm_km,perm_beta,perm_gamma
345,0.2198337039042871,1.304368887207612e-06,2577019379.0181937,38063527.565235086,8.270171910040571e-21,5.2740870696390165e-18,2.002238714195205e-07,6.149536797777693e-08
128,0.1990680878899586,6.085552004186396e-07,1047517581.9787863,19264351.675645787,7.96384736738487e-21,6.285209446403489e-18,4.736542720900312e-07,6.41913990428315e-07
4,0.195613342034218,4.416320374500737e-07,1005354882.4808704,20254381.885670703,8.206357876246097e-21,2.791409525738424e-18,5.511697680633006e-07,7.169120756266989e-07
884,0.1918545945435837,3.021406997924932e-07,3154451776.89565,22654272.285491727,2.951633397101629e-21,8.899770940354105e-18,4.346606023399312e-07,3.969622985728609e-07
118,0.1930396637493756,4.173653460620167e-07,2280964084.136697,21632320.4858358,5.115264341703292e-21,6.643023379061841e-17,4.132948251085646e-07,7.70015887288974e-07
303,0.1885328605080966,6.226224966558655e-07,3802638456.23416,29751692.83848763,4.810477476301442e-21,6.262783079974895e-17,5.432379232546635e-07,6.737059395329686e-07
3,0.192937371640359,2.7715305226128666e-07,5005488836.214025,26194609.55845792,4.473180305092519e-21,4.123704675744477e-17,5.690127488117915e-07,3.61676396764561e-07
21,0.1877832706794143,4.736904678049281e-07,4499381627.937934,30874004.84257235,5.2861544819878214e-21,8.701223335502721e-18,4.641031539160219e-07,5.467327275542039e-07
7,0.1869859951049314,2.765849559665822e-07,8306967436.478502,34182882.16686836,2.1731254977621118e-21,2.551540469452213e-17,7.338115726833251e-07,9.161748571535304e-07
144,0.1858042288558021,1.963821195226595e-07,17183201979.939415,32116070.89786585,1.064533731956295e-21,4.909824880490018e-17,6.404024907868152e-07,6.126213221926997e-07
22,0.1759446088436564,2.054720153307509e-07,16703870063.366718,29060507.50831064,9.790802765974165e-22,1.220709609510172e-16,9.418589151880872e-07,5.144114717908376e-07
41,0.1762006967060016,2.1627729098273773e-07,10983723346.50685,28057224.92022752,1.132907444435051e-21,1.596217487877419e-17,1.2764300495664137e-06,1.4490413570780973e-06
6,0.1737883212227541,1.3369117169429672e-07,9762275503.597626,26326973.29027436,1.717644987224308e-21,4.620727458533443e-18,1.8262193509384143e-06,9.519399600135456e-07
5,0.1747945173399252,2.020725249394041e-07,6623257202.602439,26738774.999570478,1.6432812275279319e-21,3.167401606065322e-18,1.9993146212356938e-06,9.52699819468296e-07
29,0.1785006337598776,2.889014902928652e-07,4231572661.608332,27289624.04357077,2.2589292689319044e-21,3.1155194655262775e-18,3.061801822828248e-06,2.1341023880494657e-06
20,0.1784554851200082,1.0018770930468025e-07,4996553217.362142,21721612.32548258,1.4838334305683156e-21,4.101960174905672e-18,9.295870917073664e-07,1.2900668699184354e-06
448,0.1905977535480454,7.52716696629332e-08,162020409949.17505,77721091.57557847,1.8510065701597461e-22,4.625997541791006e-16,3.956795078065713e-07,2.8481331887626543e-08
158,0.1921196757770264,2.7257502735533052e-08,287141366261.452,69210656.43796809,2.875848421533608e-22,2.705621903092832e-16,6.796558417558403e-07,6.8587730165973434e-09
181,0.2058741277978266,1.648855096020201e-08,239004234279.054,39915436.5209058,1.2878622320056133e-22,1.941170129407488e-16,5.857360271916054e-07,5.812948383573878e-09
91,0.206400406749391,4.045481666828064e-08,130827286126.8932,55378540.47583972,3.4601070853451745e-22,7.904719719319289e-16,3.160199328203361e-07,8.909455248186669e-09
413,0.1947992964406511,4.301515884213993e-08,269423223090.0521,55540381.37986416,2.639531454311714e-22,3.8389692285198806e-16,7.704310272376744e-07,6.189935495413953e-09
113,0.196785731743799,4.1551189121031145e-08,227393276693.79083,44459093.36847629,1.8388139355349398e-22,4.8569272799859645e-17,2.007610819564522e-06,8.444183928919717e-09
20,0.1907012035775928,2.9511071522590597e-08,127409858815.57468,32911296.45101812,2.009075820093271e-22,1.7963872377985678e-17,1.947728075938644e-06,1.0800169328977982e-08
75,0.1834574269970382,3.87483549705062e-08,158655238816.09317,45752564.993579775,1.060647358958092e-22,2.8011768508983793e-18,1.95198967941788e-06,2.4916055523800477e-08
16,0.1956071087981825,8.576211311341518e-08,234209089693.54767,136368584.54957256,3.666599086776258e-23,6.2530237621568574e-18,7.717033678299031e-07,3.4049668808766564e-08
32,0.1996719235208593,1.0273707161276005e-07,317175372225.58673,121810986.34315129,3.6262842374955103e-23,9.23364498222164e-18,1.4718870258578003e-06,2.3346303152915725e-08
19,0.1920181494312772,7.373004818577313e-08,195621992290.77,90608294.10867582,1.1425909196456197e-22,2.2616441715537448e-17,1.1014504147032335e-06,2.59177308502735e-08
217,0.1966622117846772,4.82533624237502e-08,139210183307.92633,60172424.65563735,3.048188167497824e-22,2.566156802646821e-17,1.051678326676514e-06,2.8175047120149024e-08
514,0.1926184080089878,1.0027481311209467e-07,144483090515.1845,91561742.89740472,8.296679590894145e-23,3.612968681358631e-17,6.120764975903513e-07,4.3121404902501425e-08
164,0.1916673774020322,1.422922610690808e-07,110346439898.21329,105716382.79999617,6.13957748128129e-23,8.119295927331081e-16,2.583696232426572e-06,4.7173168006226594e-08
583,0.1824140583494497,1.8156153654418397e-07,44325489345.79017,71294435.52219126,5.647363240335046e-22,6.2212901630901e-16,9.869464474330884e-06,4.3685913528035046e-08
331,0.179571261810588,5.4729370629637937e-08,104372316415.68002,48266920.47045671,2.571560455997097e-22,6.081265588291531e-16,9.412264360627187e-06,6.106384151636878e-08
60,0.1865973302147506,6.205756464108528e-08,130613033794.3585,64390956.23685186,1.540915701485258e-22,1.8464064632960902e-16,1.1238062670861932e-05,4.065623515933143e-08
18,0.1951798610055896,5.322351150171552e-08,225869910591.8208,91292167.95101064,1.5408381883000258e-22,9.278966999053792e-17,2.484401545561545e-06,3.041235594174026e-08
10,0.2203444358387268,1.1938466177134904e-07,57272536223.28256,53683137.5744929,7.037326410788008e-22,7.78921168489594e-17,8.18283871242465e-06,6.980181226743098e-08
464,0.2145755733399008,1.9271845107264272e-07,62193196147.007645,69046971.55970319,2.855804275882232e-22,2.367492587685074e-16,1.0349965198710252e-05,8.407005891766616e-08
70,0.2279978756691821,9.689634832274765e-08,52527209785.9243,36469566.21324154,4.48870815658669e-22,1.896165160222388e-16,2.5668498053106903e-06,4.60258323033384e-08
73,0.2267920376050407,1.1650966829611601e-07,38337257906.10428,29602680.27414992,5.340239455658473e-22,1.3719889602033362e-16,2.6495280975063325e-06,2.876167474046389e-08
46,0.2231426178714567,1.8206493429716077e-07,53261168751.70027,55441114.42032276,1.184819580114638e-21,2.971214515220784e-16,5.90391353719955e-06,1.7035914974289338e-08
9,0.2276515561310296,4.421312572175926e-07,24265779139.066032,84818172.48093697,2.425023767451695e-21,1.2117712234181283e-16,3.644778967678912e-06,1.6907765982179462e-08
249,0.2152073000922007,3.805146805722667e-07,23867255787.395218,74153427.48281653,2.165493948342796e-21,7.987454191468985e-17,2.093086185160446e-06,1.087351462630566e-08
38,0.2240853890515487,6.251655317310359e-07,22587703827.64572,71975015.7262367,3.1453028527990218e-21,9.400918940983421e-17,5.251238512917739e-07,1.2315424663018111e-08
113,0.2258146671566804,4.08086040612273e-07,23300865001.0266,66240858.13469106,3.010000782562891e-21,2.0084380467302912e-16,6.704336547471456e-07,3.3247152233734045e-08
4,0.2149902285506265,1.0443203860412405e-06,10137672362.646313,72057367.3562479,5.520078933298371e-21,3.2544693071424537e-16,9.097274056632928e-07,2.034389686171712e-08
36,0.2040211706432844,2.0726762366666275e-06,3290388572.283158,69214022.19393341,3.815179911986475e-21,3.589380332434825e-16,2.753875191095415e-07,6.869969890880686e-08
113,0.2037250260713595,8.092498295001843e-07,2757175844.719353,26244223.88793191,6.868602222188607e-21,1.4399585081624316e-16,3.933361910643828e-07,7.204647536938401e-08
52,0.1968344204987824,8.097280333063932e-07,2611436960.4348936,34003732.06546214,1.516445946161115e-20,4.949614440064733e-17,4.353481029354255e-07,9.969593612145244e-08
27,0.1958308565435371,1.1747131792396722e-06,1516862552.7087257,29719047.911643155,1.2094821435246364e-20,7.479564985783756e-17,3.131159049429007e-07,2.00866721288669e-07
4,0.1935566339180519,9.611067856360535e-07,3231560705.279964,35672024.43262554,6.026201426242277e-21,7.776140432850127e-18,3.204984421289425e-07,3.473148754631988e-07
395,0.1821572270580334,5.523283619019255e-07,8012192449.0865135,45412938.17867068,2.3813817610078752e-21,4.892268577625514e-18,5.135471890703913e-07,6.745671389948628e-08
43,0.1893972148980675,4.882663120993034e-07,11897591100.519806,47683718.92354576,2.6343006164628188e-21,2.277687058729887e-17,4.96954496402825e-07,5.50405185401163e-08
