N,biot_coefficient,storativity,young_modulus,init_stress_x,perm_kr,perm_km,perm_beta,perm_gamma
4,0.2053006054304431,9.686565966708913e-08,314654595328.392,98155177.24707264,3.7634569879437954e-22,6.8821503299263664e-18,4.8686293599111976e-08,3.815872967941686e-07
7,0.2059831272312025,9.927917477870577e-08,364454684898.5946,52852043.455962345,3.7665886611494745e-22,1.0355904860009372e-17,8.620759042469698e-08,4.5727083408045524e-07
1,0.20257639584887,5.72001636697065e-08,416180756790.7924,25648485.157181628,3.4704521835894283e-22,1.4272730297830793e-17,8.989033129699884e-08,4.119882650290586e-07
3,0.2040401696192977,5.24316867938743e-08,281988494714.9989,39504303.99873128,3.455848699551341e-22,3.4233723925647984e-17,1.8386854256384842e-07,2.417657163726024e-07
1,0.2016531902313114,5.0315791635710775e-08,185546019988.57175,28494683.056859244,8.592245997129204e-22,2.363039527094491e-17,2.0425399868952078e-07,1.1304638900909897e-07
1,0.1982794182931873,3.66284526091478e-08,134235354992.08884,27073934.30593934,7.9215553815881e-22,9.7301902964288e-18,1.6770432888251836e-07,1.5536499542877342e-07
2,0.193522061697517,7.387287426473219e-08,198279146400.1507,39020662.73924994,5.185181015322239e-22,1.615888097274966e-17,1.676082927499056e-07,1.6256738160657094e-07
3,0.1936955517869221,4.5588801036432354e-08,145004448997.60687,37753112.249834426,1.463487763640554e-21,2.3985164537266917e-17,1.2204481080397813e-07,1.6143013755239844e-07
1,0.1897259475443558,4.86220683078914e-08,95808625494.72522,32946709.295227457,4.246784270906975e-21,1.129899178495747e-17,1.671471596392131e-07,1.443903555320359e-07
1,0.1931620362183331,4.6122218316076926e-08,94277001696.58636,33393545.49537639,9.87773042617495e-21,2.1283135604402484e-17,1.81873770900777e-07,2.575149959020015e-07
1,0.1991432132448756,7.21765658454906e-08,154267253036.59888,19669985.7051428,2.764362527921783e-20,1.0525186627772352e-17,1.737997539041276e-07,3.413466785168976e-07
3,0.1981770017549827,1.195006357762817e-07,188339147047.8069,34573775.06397488,3.546604585483158e-20,1.331572613610262e-17,1.5900651801120666e-07,6.061091564021639e-07
2,0.2012920577535837,1.2288415418524362e-07,250616154098.07315,26968696.153632887,3.5607426259643716e-20,9.86099692298239e-18,1.0689363559652489e-07,4.084345870745737e-07
1,0.2051681874466456,4.8725440637393017e-08,220225735675.11896,17551020.220374376,4.2882937345046524e-20,8.185189774012205e-18,1.37852944858175e-07,4.845824897909879e-07
1,0.1959717492763693,6.000069572203694e-08,188307211717.1276,17637976.53025342,3.61138871574995e-20,1.097836912431525e-17,3.425612980671046e-07,4.636226134169677e-07
1,0.2074413099257329,4.6972880577066535e-08,164955911407.2903,28986777.17383246,3.9803044154711857e-20,1.6814922817021816e-17,3.967285536030736e-07,9.030364557787866e-07
2,0.2194779692967538,2.483642733724852e-08,105970906258.71169,13048665.401709637,2.912701992616374e-20,1.9803352843347968e-17,2.833475577263128e-07,1.0184512966407834e-06
2,0.2166693993932382,3.1004220058599355e-08,156363429685.6252,16135518.8718773,2.5912045276909802e-20,4.044034693161561e-18,3.775381819365378e-07,1.0279759276006528e-06
1,0.2171853930234765,2.4258419754735293e-08,66144711773.75391,15250498.361941364,5.1226068605659264e-20,6.215475638494087e-18,3.000261527222588e-07,1.048830589895662e-06
1,0.2152195360425974,1.0839235297144244e-08,70749164095.78241,27605017.375540465,1.6076121233350396e-19,5.455487139275852e-18,3.7903203291764986e-07,5.028502397027442e-07
1,0.2089713884589709,1.2733477202704112e-08,85865590392.78917,14946245.584514689,9.514646292230472e-20,3.3832189903156837e-18,5.102377453648008e-07,4.533550353505433e-07
1,0.2091877791345964,1.976536528866432e-08,106339030727.15286,9978419.527135948,9.906293432672976e-20,1.7737953073376633e-18,5.366244927470154e-07,7.254057241893716e-07
7,0.2043249194862414,2.2666807731259523e-08,139659589943.4635,9491797.585919412,1.8221607009589648e-19,7.090956468652776e-19,5.226215451324203e-07,9.72001252075022e-07
1,0.2086612280764326,2.2674089640836124e-08,342529513183.269,10359655.16127332,9.181715988492104e-20,8.477824111164375e-19,2.8670734380034333e-07,1.4643648761968913e-06
2,0.2115075260925936,2.0359255128619732e-08,244875054002.6168,10809861.72225658,5.510928189066288e-20,8.5850929885304605e-19,1.5514071891063724e-07,1.2827539230030494e-06
1,0.2017245886548862,4.283524697463671e-08,203113430923.2985,15904242.928067427,4.1575587710730156e-20,8.414347140511543e-19,1.6187409768432418e-07,9.300431682000992e-07
1,0.1993293279692527,3.6673754838496704e-08,260544169039.7064,11667652.669475889,5.1722479205755004e-20,1.2444696243756784e-18,1.209022881351457e-07,9.663675834274268e-07
1,0.2023473774260829,4.565802657826418e-08,295536418443.4508,22026475.311506968,2.9037872488176303e-20,4.1298156612068224e-18,8.107861779743294e-08,7.431278071429709e-07
3,0.2122366439403964,5.2296175371430347e-08,324313366557.3438,10705020.077706814,1.9815397453607688e-20,1.513744329662919e-18,8.814313167149436e-08,9.198262936824768e-07
5,0.2090041163349744,8.052558260182958e-08,537673894224.548,10893410.171684658,6.482482634060262e-21,1.1346869275988577e-18,8.607067340486745e-08,9.526200134272976e-07
2,0.214200024668895,7.15183635052891e-08,253480205512.53967,13118796.170227518,1.7919232209964908e-20,2.9208906464841862e-18,1.2615754473082937e-07,1.9046174239079091e-06
1,0.2125028951164494,1.0449091305897485e-07,199104004895.2206,10840731.881239995,2.363867218649832e-20,2.414512372835592e-18,8.794499306029891e-08,2.637766448115425e-06
6,0.2137208370426331,7.70802748597079e-08,327434497108.4461,15232311.806654928,1.3335137669930818e-20,2.615575375307727e-18,1.5371056131682385e-07,4.176466523236376e-06
3,0.2157432856549514,9.250702596874285e-08,366786877413.3528,39238544.236398615,2.404706112493349e-20,1.0121812377032666e-18,9.253948783838845e-08,6.090601770309697e-06
2,0.2193765814857344,6.92749658250071e-08,371548828427.7124,44889629.48282449,7.202330966254583e-21,1.552663593702002e-18,9.245822525478444e-08,1.2996146800343502e-05
1,0.2328048062315987,3.754061066738189e-08,375919264621.6147,37584219.81113309,6.692299612413015e-21,8.054145648588674e-19,5.9040960312635863e-08,5.93992601624649e-06
2,0.2368078823926287,4.109244011560636e-08,241904569522.12,35680842.74729354,1.698070811095409e-21,1.879450706903008e-18,7.808137830860378e-08,7.641897877491489e-06
10,0.2380197643063119,3.664621676321533e-08,202343176836.0616,38843837.10669721,1.3378261675548358e-21,2.8713453642272456e-18,8.015147104511349e-08,6.9776588079082975e-06
1,0.2407169330131149,2.5901708330932737e-08,167997467805.0477,25802008.084398925,1.0714359816451625e-21,1.936062664953355e-18,7.680872227230556e-08,4.532029584795833e-06
2,0.2384173252389505,3.191766052346663e-08,210289556497.20935,48203182.18625681,3.752028977746373e-21,2.3605478227136477e-18,5.96908445558864e-08,4.898194198096654e-06
4,0.2325209901015898,6.952588265003465e-08,248675707122.8117,66522686.22928393,2.5943918924257096e-21,1.854914188302132e-18,6.902204411622729e-08,4.959610596186915e-06
1,0.2250663128045055,7.180180738905962e-08,257651093573.80032,55394765.94554181,4.8163814633436025e-21,3.863742612042632e-18,4.98363252415367e-08,4.39620728124896e-06
2,0.2277230782397284,4.4258092759529264e-08,382235727668.3592,58752023.86912408,2.6846242448023338e-21,9.025252659592359e-18,6.189839201739682e-08,2.5702112625370587e-06
3,0.2283916608124177,6.237918550500728e-08,191265308838.83545,63279311.13545348,2.653047133103525e-21,3.4114291051849596e-18,3.099458349143748e-08,2.3025850049583674e-06
1,0.2203530952226523,7.042789889524077e-08,124258190812.84956,53093112.47218292,1.8422304191815108e-21,3.9367504475361e-18,3.6589807810857924e-08,9.95778205193464e-07
1,0.2093070504831449,9.652465867336989e-08,82262600609.05382,63354162.80555126,2.2730831220455468e-21,4.3982387878075226e-18,3.734979963970256e-08,1.181014983078498e-06
1,0.203341962819614,1.0168632547886097e-07,97544202463.56438,87063049.10306282,3.418677849267133e-21,3.943551762794792e-18,4.044465684414687e-08,1.2838810397163608e-06
1,0.1997152149253805,1.075178308063216e-07,106943785482.53496,74709524.5885525,3.706970270346059e-21,7.95957039999282e-18,3.220045495744086e-08,3.3006934677140324e-06
1,0.2005444498408923,1.3840060949183845e-07,159799854144.8165,85509804.69610518,2.5557952923939205e-21,7.208013015167879e-18,4.2373364700786656e-08,3.99755840549321e-06
3,0.2043599362095285,9.146839679608148e-08,169098422360.77963,76874926.84440382,6.1873633544036155e-21,1.5123681156182926e-17,5.0175387269395367e-08,1.8235940972273156e-06
1,0.2032652946716876,7.73717531847627e-08,172861521292.21906,43201718.403003685,1.2589097058804927e-20,3.869482779881402e-17,4.5967974427273564e-08,1.6495327360188903e-06
2,0.2083997383093536,1.157147394336865e-07,224802707984.59348,33745037.56661222,1.8262183073704428e-20,5.512425037251097e-17,9.221003385190801e-08,1.5414387400662849e-06
1,0.2118686871292651,7.427397710670716e-08,248938297146.7716,33353127.03989083,1.2793864211031656e-20,4.5390206533923276e-17,1.987051093658011e-07,1.880372150297784e-06
1,0.2124872565439391,4.7759168126343817e-08,204055608773.7244,37800708.09794222,1.4653287846797917e-20,1.0919789216906131e-16,2.007233127487829e-07,1.778825070382739e-06
1,0.2123985616760678,4.964948569470562e-08,199069763387.9927,40422618.9737809,2.169342326190519e-20,2.3855951243870217e-16,1.703507683712361e-07,1.0444802761509323e-06
2,0.2092200720474677,4.21911083324938e-08,171742468457.98746,43451803.18606132,2.3524769107918696e-20,4.2657662153681813e-16,1.640437088818262e-07,7.149577688986562e-07
1,0.2080081679668477,2.726635321462073e-08,255920429746.1296,67104067.79087164,1.079019728089578e-20,1.9504538330988336e-16,2.632634466210251e-07,6.020948819652801e-07
2,0.2067578068512526,6.126763964295243e-08,177434528496.04544,86906741.36622144,5.252400765494329e-21,3.121582887370708e-16,2.1229825970397898e-07,3.70029461143343e-07
3,0.2087759424493287,3.8434535024069765e-08,245511619381.0948,59127497.90158076,2.0501420470306807e-21,2.8495804481959713e-16,1.7858055846895006e-07,3.647738610705692e-07
1,0.2166751483258612,2.817848090150596e-08,220222138141.76807,88903765.86459893,1.5789544711732501e-21,1.5494466265867428e-16,1.9236677176764638e-07,4.569339377999352e-07
2,0.2255073545184828,3.9886724858760585e-08,98353633013.66284,59667800.9044303,8.489223357251666e-22,2.6263905381428633e-16,2.558025226961703e-07,9.283545281017338e-07
4,0.220568807594234,6.26522451062158e-08,62618012501.61627,44651927.60031,1.234116279838951e-21,6.223860435659801e-16,2.854487456780299e-07,7.587149057289635e-07
1,0.2264848442669709,8.26753223931385e-08,72530118962.03189,24109346.201063037,1.324356811040749e-21,3.837883551420487e-16,1.5237570294464825e-07,6.729767903614442e-07
2,0.2231483959252199,1.0635377632734993e-07,87973116107.64703,15696221.860835114,1.2319663483834356e-21,5.480523731687239e-16,1.1080042474516564e-07,1.2932763846585426e-06
1,0.2184121678326064,9.19200633364879e-08,172396927244.54596,13331992.046962889,5.074584624495331e-22,3.3697803790984313e-16,8.355031515038556e-08,1.8577244918594528e-06
1,0.2199416554765792,8.672321922168578e-08,167363702130.96536,14294399.714700244,1.1290282458804254e-21,2.67333758436205e-16,6.110665189360395e-08,1.6578071037929102e-06
1,0.2178555456945472,9.806932899231023e-08,143725592828.96014,12581863.816432016,7.383686009615305e-22,1.7103455377926815e-16,5.0458091508900214e-08,1.84522359212761e-06
2,0.2240533481798094,8.110405241742268e-08,191253014636.54172,12743198.375603449,1.6201654342027898e-21,2.3687989567646493e-16,5.854883769344238e-08,9.809487881962685e-07
1,0.2219392103048177,9.344594259539581e-08,472733246034.1964,17716042.092679795,2.180148784431426e-21,1.201685716290413e-16,5.400838736279353e-08,4.3378086645996645e-07
1,0.2137877677438552,6.140276600111808e-08,336591985004.5148,14535376.678192528,1.1084193427897265e-21,1.269359570964424e-16,3.313275795930735e-08,5.705567043991411e-07
1,0.2094954403313835,5.6754261942301536e-08,299645363124.9614,10192781.806832476,1.5121242399547139e-21,7.896763682358408e-17,3.843798576327692e-08,4.52116734391946e-07
1,0.2094533370782285,4.5044386574032223e-08,576247532905.5801,14581848.296129176,7.78362859791832e-21,3.4613720956851946e-17,7.796012190638843e-08,5.327443854734294e-07
1,0.212693902889958,4.5244046185255886e-08,593051651287.3232,12920003.695399525,1.3708855913971644e-20,3.4315473266467724e-17,1.0749211136451985e-07,6.071684545743837e-07
3,0.2179850786005789,3.4721024863142056e-08,318181801777.37463,11343010.210605318,5.795739112503226e-20,3.1885574568607624e-17,1.24321218114348e-07,5.422798597787963e-07
3,0.2138670415098547,3.4319616597819134e-08,384169819856.0934,11097841.948194224,4.5498388114314665e-20,6.731349730346185e-17,8.411121948981945e-08,4.849705861424241e-07
1,0.2076698750010142,2.7589628569388687e-08,493109640081.1104,5311657.15220921,3.052301126245465e-20,4.655169790253832e-17,7.091036495447198e-08,4.832304376675136e-07
3,0.2065274568199151,2.130403052652045e-08,854370897686.3136,3686729.153885828,4.070323499354385e-20,7.267398862759745e-17,7.779178009589818e-08,3.362006454732e-07
1,0.2194940497979619,2.332542729556884e-08,808514741016.0138,2968687.570915926,2.5117187521685555e-20,1.27021956995081e-16,1.4420874316322117e-07,5.843048797005284e-07
1,0.2186114695302231,1.2014459900033638e-08,647720482014.1903,3635669.76500057,2.7523436022703643e-20,1.0158859539095394e-16,9.224457195240102e-08,4.924027646414755e-07
1,0.2236066915776747,8.313053176734622e-09,542617315300.2348,4773380.836704325,1.4780867041685142e-20,3.552594773933024e-17,1.1421705972847307e-07,6.514691795243726e-07
1,0.2247460147512409,4.6672902442031435e-09,516023361560.97656,8967414.04184731,6.242686139655356e-21,4.195757476442994e-17,9.112715772693803e-08,7.086223528718143e-07
2,0.2218585064400372,5.339729084968345e-09,422403261014.9861,12804950.728270344,3.80194159460477e-21,3.8920905307308805e-17,1.2838369110316142e-07,8.523988137722859e-07
2,0.2281867449041943,3.684902598740667e-09,378749632291.863,26654045.734700765,3.2778483942000076e-21,8.045560670867741e-17,2.9389823849602855e-07,3.846448933046574e-07
2,0.2297399668678377,3.6698833953225802e-09,600402228931.9614,25810466.77923704,7.013185513161311e-21,4.784532493242296e-17,2.083254036784695e-07,3.588060759133471e-07
1,0.223601649098401,2.337990820279787e-09,758480415329.0697,28089568.975339487,3.779836944586105e-21,9.745867976002453e-17,1.661271284677485e-07,3.964076047984174e-07
1,0.2173406655053911,1.934583396511102e-09,1161018563722.817,46637289.26211208,1.9792151222123426e-21,7.237114379493545e-17,1.3803206644014754e-07,3.11248355092755e-07
2,0.2113573777046925,1.4146905847241752e-09,773597601682.7267,71594633.80626443,1.1871800608134472e-21,2.0417076469376403e-16,2.2052205452757958e-07,2.4337773416425937e-07
2,0.210697320112291,1.4344049339132324e-09,1242623053956.3586,42402630.07338316,1.0613053337641336e-21,6.655092463752905e-16,2.341644982696502e-07,1.973519626269611e-07
7,0.210044298476815,1.4630187941191435e-09,1267962643824.1484,33320823.638621666,1.3772584747824324e-21,4.2395771880327765e-16,2.0158703996048637e-07,1.0509344981091479e-07
1,0.2116280825641325,1.5090889304756907e-09,847884453040.5038,27898012.308148462,2.7642797394285917e-21,3.6074797804568113e-16,1.0364802013562553e-07,2.0220902032697322e-07
3,0.2141500420426638,1.9697723877344044e-09,884222128833.4845,14926727.469713692,4.9133982978173264e-21,1.4302167828697572e-16,9.126741520601733e-08,1.1445640163348035e-07
5,0.220078542519947,4.3381721726699865e-09,1209727067126.2957,13542831.93985499,3.1744275178694077e-21,1.7465326385905035e-16,5.857646045925221e-08,1.494307817672346e-07
1,0.218831216825035,3.284691614221042e-09,1386944842179.3804,13364190.624448594,2.497153056040452e-21,2.628377058679171e-16,4.575266498257753e-08,1.0092613184683667e-07
1,0.2100706823939605,1.0155224709220434e-08,900891934457.8152,15811541.365541635,5.138870858284024e-21,8.751018158463855e-17,3.762708772538561e-08,1.6017953962818165e-07
2,0.221084189859301,9.373757648406445e-09,953222389217.874,12494764.478211684,8.243673120696401e-21,1.3012619695636851e-16,4.769289613079362e-08,9.903260662225181e-08
1,0.218648731992672,1.0409694367036714e-08,1662754940845.6177,8550887.6531505,2.586804532675591e-21,1.999680693518992e-16,6.320856881440824e-08,8.896391033764683e-08
1,0.2130305482844126,3.335966641963495e-09,1624402608413.0376,9705056.912955418,1.716342107927389e-21,1.760297698193718e-16,3.961401730285473e-08,7.559767540058479e-08
2,0.2176417660088822,4.465071713942261e-09,1403857365142.654,6007189.22054855,7.120006835986549e-22,1.163735730722375e-16,3.8099388924918514e-08,6.304980245439123e-08
1,0.2210570499969691,3.6402197907440396e-09,1216670319661.7334,14441999.0032734,5.073268619836515e-22,1.3885870637005175e-16,2.7606055846770605e-08,9.510445967784493e-08
1,0.2162236456782749,3.649323174391624e-09,1238894022454.46,24881642.09056323,2.6452623880804538e-22,1.252053288612034e-16,1.5683083068761134e-08,1.5939194365061178e-07
1,0.2220353886882697,4.953577456323733e-09,780632255974.2986,41078790.65796948,3.288735569621032e-22,3.2563178023536873e-16,1.710361326500657e-08,2.475097360837525e-07
2,0.2317110530075621,9.0583949183896e-09,841487594689.0403,41138663.508386336,6.954269699036134e-22,3.1249884489802583e-16,3.302043826126771e-08,3.747594526427281e-07
2,0.2324904079699494,7.824204604726017e-09,1028694230549.35,45937323.53516628,3.918537082784762e-22,2.849373358150157e-16,4.2932894381225936e-08,4.126004720071656e-07
3,0.2426969443846544,1.7427943912081412e-08,1086665209885.774,38428808.44026414,9.12817291257169e-22,2.8501944033529665e-16,4.4827250673169815e-08,3.07090074377972e-07
1,0.2495764344482046,7.305164540953747e-09,484184440181.6037,29616660.88628576,8.3892045345572395e-22,1.6281133391476256e-16,3.2252891352544436e-08,3.645125635888928e-07
4,0.2457296311665836,5.335642058097185e-09,535266740934.72845,18127471.76716687,6.081417807822438e-22,1.0464500648335028e-16,3.274248811318665e-08,8.239354360979019e-07
1,0.2439504288478591,6.445948975607655e-09,538171996269.25946,11031169.477085158,3.1812516098982723e-22,1.8260723903416895e-16,3.0059138497099313e-08,5.992811274010473e-07
1,0.2448014284342006,4.256838726854031e-09,613306504434.8347,9656433.264040276,3.325907716840054e-22,6.58664453708121e-17,3.2584258277563054e-08,1.0857171420030298e-06
2,0.2439999904100065,5.24092353308767e-09,798108580169.173,9482402.3070445,4.51005405417618e-22,1.1781365215962266e-16,2.528840090377166e-08,9.244176789900834e-07
1,0.2387515524272792,4.355260958369059e-09,1231336388850.2869,5702167.294611975,1.5203052598184033e-21,5.0668408932153945e-17,2.8297308219469573e-08,1.4424083959473515e-06
5,0.2388072944070991,4.619815638154031e-09,1472055026439.0078,6527326.665345131,1.0590145251582658e-21,7.392902258608295e-17,2.2112508420046226e-08,1.8645729074271843e-06
1,0.2324632928418416,5.18886297065403e-09,1120430406170.6543,12788717.425645694,3.390185331837567e-22,6.088743111981948e-17,2.1327003399173545e-08,2.8854295483520315e-06
1,0.235384414470498,6.424518538664582e-09,485381293676.0444,19443106.17454822,6.652607617853272e-22,1.2225599175626203e-16,2.66507510307653e-08,2.206382100567989e-06
2,0.2322711407818384,7.076542680333031e-09,492528568996.2845,7796529.929285504,1.6713927569783016e-21,2.653350214815568e-16,3.1923639717231656e-08,2.4361477816852224e-06
2,0.2283814810495102,6.767014506665403e-09,260361596649.51645,9222819.994230025,1.889260049190299e-21,2.1315514195922363e-16,2.3909566890558322e-08,4.204995170412033e-06
1,0.2286803653276386,3.9361372374427345e-09,274976555009.2181,8515943.95039958,2.6511418438139705e-21,2.0942104956758022e-16,2.7262028438271303e-08,3.244998893508599e-06
2,0.2284954644489137,2.3606670554507593e-09,279096592265.1147,4055685.322762608,2.3775328655247738e-21,1.2241457918101932e-16,3.414592007760832e-08,1.7177297181757525e-06
8,0.2263028871750402,1.2923416265021199e-09,203702092614.6876,5167336.331370988,2.789238298036996e-21,8.191052398445224e-17,3.2599274967961215e-08,1.1283263180844558e-06
1,0.2308997091351784,1.3522902014421463e-09,196890914108.52457,8456882.118208742,3.0515262331409328e-21,9.135252989062803e-17,4.12059385864039e-08,7.451766299975554e-07
1,0.2358324784581117,2.274465592681616e-09,159951373868.10233,8101338.236517495,2.447096338379207e-21,8.627235428056936e-17,5.3088415209789066e-08,6.167992094164614e-07
1,0.2282245150412302,2.171183161978462e-09,107165439574.6322,11378001.067686943,2.1602732057850157e-21,4.6873646146953886e-17,6.571864432055153e-08,2.963648597405022e-07
1,0.2225173848255615,1.67973469776837e-09,79851532356.06154,14963691.41807631,1.5385924565977732e-21,4.2296709746009436e-17,7.728561653656451e-08,3.3938006265374577e-07
1,0.21254620739211,1.6011680167056556e-09,123606535529.7032,21831281.29881324,1.2818778205908596e-21,5.317925538399821e-17,1.3118834404219762e-07,2.820306914211739e-07
5,0.1958611035535901,2.027930345622608e-09,120342841037.59932,38271031.22866977,1.2190424576300558e-21,4.7498356598675166e-17,1.4927905239332258e-07,5.693018299547983e-07
2,0.1950758014344157,1.4766812646102754e-09,106592140849.00504,58496993.98847633,7.610959792595328e-22,3.598968551226103e-17,1.4962104816711545e-07,5.355278651803237e-07
2,0.2058188847596014,1.073235877487609e-09,93207828770.78844,116738368.51179443,5.287239232404116e-22,3.246964182551466e-17,6.026100860018952e-08,1.0914961698483497e-06
4,0.2061526586907323,1.1045989588968552e-09,126812880568.35896,84724037.20661943,1.0470166512314648e-22,3.8554726139224594e-17,4.590332069538229e-08,8.290537366778736e-07
5,0.2087718209922868,1.5506266452534606e-09,350025406737.2952,81252035.043189,4.688863687815836e-23,2.874395377623537e-17,5.13461510284733e-08,8.840456899930602e-07
2,0.2067423132999574,1.6548767342320807e-09,208129504827.93915,118693852.2930728,6.232383339074994e-23,2.7810458760943516e-17,4.7633900260688143e-08,6.470804981168622e-07
2,0.2138043041484202,3.3716039769906662e-09,432551068056.3743,103043453.58955342,6.913053487644148e-23,2.1084586393410326e-17,4.2179832344259836e-08,5.834318330502362e-07
1,0.2154546989788888,4.388471892112387e-09,344753596157.6373,110501836.2382064,6.201432763255189e-23,1.2406175056505286e-17,2.3986538762545563e-08,5.459540467461929e-07
2,0.2162331332712159,4.466357886815665e-09,540224517036.3376,88484091.43625571,7.131107722074882e-23,4.1604127426760616e-17,2.58216433767715e-08,5.053110469392621e-07
1,0.2237534513249937,3.8522245296545035e-09,297372133092.9358,110179600.52059063,9.883816874244876e-23,2.659036487541497e-17,2.3465987032391144e-08,4.430886094666703e-07
3,0.2172694573716951,4.376303138772934e-09,305204956022.6475,85126426.60413244,1.2695318105074717e-22,1.924119982951229e-17,1.3077443386238746e-08,5.671278454993787e-07
1,0.2108774144217847,5.244964569003862e-09,230910382475.0008,113705787.1695189,2.2145789074922983e-22,9.765058147514559e-18,1.2705729631124424e-08,6.287739538349248e-07
4,0.2102563869415857,7.843425744477681e-09,145163615767.48386,107845730.0622703,1.3846575284873566e-22,5.6960418856172895e-18,9.60348909969528e-09,7.632481837862056e-07
1,0.2137555331491892,1.4645741386199348e-08,154635159955.15005,121684641.62410712,1.0488217392195916e-22,6.488654371711678e-18,1.8230094752224465e-08,7.754610261488314e-07
1,0.2136885113735484,6.926500675711267e-09,128600054594.19864,58415833.58575076,1.330394494927875e-22,2.5665022173343144e-18,3.326315752185425e-08,6.758301616467149e-07
3,0.2142656267046786,5.673391244641924e-09,53357535723.90511,41526129.89599693,1.0012572629922752e-22,2.992439207336808e-18,2.553112528214072e-08,5.557137303149253e-07
1,0.2088186448077654,7.2045419817895306e-09,68535873886.60654,40937368.70886603,1.4627295802745405e-22,5.766880530063025e-18,2.1396363295561842e-08,7.490134418188632e-07
1,0.2069572092361763,8.919178125633302e-09,98769620926.94174,44430264.18147735,1.4310042260792468e-22,3.3568602040867534e-18,1.0430485008478388e-08,1.2759731746289622e-06
2,0.2078283777867983,1.5412577987483316e-08,110098707726.0648,26568186.727012374,3.090875901272432e-22,4.673777463986524e-18,1.7039187652472293e-08,2.9158957538461957e-06
3,0.2054568857330248,2.295201220308745e-08,78877627329.62195,33562376.195490055,4.731132018807969e-22,1.3572860891689017e-17,1.4164735509554032e-08,5.682308842389542e-06
1,0.2125055053052268,1.7717979364682313e-08,74139943320.85124,40332410.70875977,4.612193518537804e-22,1.8791658185043088e-17,1.6355462533949547e-08,4.115208855115456e-06
1,0.218703078122321,1.857157775523267e-08,67846415007.02506,38036485.30848631,8.101651952356477e-22,2.65287802846477e-17,2.7241881343920872e-08,5.262887689462142e-06
6,0.2219734768539459,1.4179726952381931e-08,35102143056.08456,45852025.60320572,2.7390463469944105e-21,2.2971324007541838e-17,3.9838558152529393e-08,6.544025261345736e-06
2,0.2165564478477258,5.259001366092724e-09,24139423390.206863,29388858.18292244,3.2695155117559858e-21,8.266545969190565e-17,8.172178123112777e-08,6.105384164918987e-06
6,0.2127441624117139,7.258355016509881e-09,35168902913.2391,26738755.57785921,2.244396750269069e-21,9.519385239720295e-17,7.84235434847553e-08,4.166033765216847e-06
1,0.2122137237874399,6.660939938751937e-09,30911151240.54578,28134487.60381615,8.990183963450105e-21,4.270552150459787e-17,6.317893727234454e-08,3.3866209738502047e-06
1,0.2193297632038464,7.294582635614629e-09,37871165734.57149,45065885.13322323,2.9586155611671722e-21,1.7522677194644943e-16,9.685997022479269e-08,1.5877530492094815e-06
2,0.2259950070888002,4.166932973851874e-09,34738261319.427704,51933938.95276093,2.5182597573567377e-21,1.0983616729161379e-16,6.820128406407754e-08,1.0878014998256392e-06
