N,biot_coefficient,storativity,young_modulus,init_stress_x,perm_kr,perm_km,perm_beta,perm_gamma
1,0.2348965076120594,6.588573018607351e-08,144202843770.92267,25609354.84669853,8.700382892205877e-23,6.766292802655012e-19,3.789752927685913e-07,9.745637283862655e-07
3,0.2310925482144188,9.195731767031553e-08,191687341829.1348,13958619.504479636,4.722008312458675e-22,9.46841385768054e-19,3.761874364334642e-07,9.25976609705592e-07
2,0.2137467292049247,8.726989383599148e-08,94797141192.4005,17033948.50589718,6.040551950771251e-22,4.820989788767115e-19,3.776974273763963e-07,1.0446995547085278e-06
1,0.2149751330896391,1.9830526851598938e-07,109075677812.58405,9978265.573377386,6.274550820699208e-22,5.277312589134421e-19,3.672275427913878e-07,9.480546984711404e-07
1,0.2201670353494342,4.34930062639904e-07,198704894087.4707,7558552.4205464255,4.24607904848479e-22,7.784439989209853e-19,4.14062509812146e-07,2.185943873615478e-06
1,0.2231667538043992,3.121046814395048e-07,110493830876.56462,8215055.09487955,1.2141059100182082e-21,4.83507715806741e-19,4.169224491165421e-07,2.3448323537779463e-06
1,0.2198554909615736,4.805783812520344e-07,183185938235.7172,8359626.052255018,3.9718711148890114e-22,3.624323300628038e-19,4.071195936945894e-07,2.428430502239798e-06
2,0.2251772691614561,4.268231070505233e-07,86360914617.1505,10067391.983817792,1.097926285861413e-21,9.329667744600764e-19,5.96732967461802e-07,4.855273857490025e-06
1,0.223439427159332,6.236039806347002e-07,67834898318.47337,8319200.62052617,1.4483611380394197e-21,7.712236071178652e-19,4.1598524126520353e-07,6.724226249816329e-06
1,0.2245918037643709,1.1050452919395932e-06,39950322356.64198,7030643.549463229,1.0619214940336917e-21,6.707335629686369e-19,5.551220846136609e-07,4.229194213392926e-06
2,0.2296739079432131,9.32078387889296e-07,55143998549.44563,7192361.201472331,7.628186333195149e-22,4.667804099192294e-19,9.09755185425708e-07,4.058312600801052e-06
3,0.2309370124167581,6.87570394650022e-07,90686510515.38931,10105986.352868143,4.303241490152048e-22,5.0565048230710245e-19,1.5900732417682613e-06,6.425666203383406e-06
2,0.2304743222214426,6.962753168867561e-07,91378314750.567,8275244.420401026,4.287272808894473e-22,4.594658387011499e-19,1.9039610700166808e-06,6.123297104690583e-06
1,0.2325691712606309,8.356269997463005e-07,102360524094.547,21317088.855485003,7.731177123669309e-22,1.778051229910286e-19,1.14625553881371e-06,8.929693073909953e-06
1,0.2385707168494081,7.422184338881878e-07,112151343044.6188,20935201.496968072,6.981615594560157e-22,2.8214432863120683e-19,7.718951068413027e-07,6.706274878898845e-06
2,0.252505565329429,4.022135980136736e-07,113470551319.10356,17528173.520645026,6.487214147253902e-22,1.4635697815911744e-19,4.929083187888346e-07,3.0651220886654386e-06
2,0.2566520631990294,4.402682294249456e-07,73018457561.39813,16640494.49955988,1.6460334454161032e-22,3.415268832511638e-19,6.518688162762139e-07,3.943374028491047e-06
2,0.262324307594126,4.327838748429445e-07,94405370527.06244,34836002.03606312,1.317543523820697e-22,4.968494673777067e-19,7.941597468737923e-07,5.201119680176721e-06
1,0.2637308213227754,6.587732616140739e-07,90811164891.25668,18547322.7341401,1.5974031592269892e-22,6.280749944428406e-19,7.672863017893206e-07,4.474033279652001e-06
1,0.2653153205613247,3.6592518067595673e-07,154397810278.6827,16519788.880453978,1.3416619829340386e-22,5.121776796873236e-19,4.378936147310425e-07,5.097974605140338e-06
1,0.2664882285710388,5.429552971473964e-07,164528834001.35925,18238846.47193859,4.270117561450576e-22,4.4049670554038875e-19,4.680348296587307e-07,4.077974835532719e-06
2,0.2707209139791942,4.308912488213673e-07,154100490525.67062,27305247.03163344,1.2542298165483637e-21,9.309729169965842e-19,6.012990342956199e-07,7.636419224693918e-06
1,0.2735756059341437,5.187782563671151e-07,229973029800.19287,28968214.460728075,9.943702953356619e-22,4.189902245366421e-19,4.360269403191128e-07,8.483685790576433e-06
2,0.2748628935042155,4.626461797203416e-07,192362936873.46085,31536155.458933026,7.834152690494216e-22,6.40115558477324e-19,4.475868822877298e-07,7.746277931101277e-06
1,0.2777258212913042,3.2700036909581226e-07,159711272698.19662,20947882.565441992,6.274203092946834e-22,4.3161085721823016e-19,4.289200944922812e-07,5.031252132307387e-06
2,0.2752850658453688,4.029497451866558e-07,199917374601.63977,39134729.22012055,2.1971440403612066e-21,5.262422997504633e-19,3.333293658559692e-07,5.437751352353468e-06
1,0.267588954990293,3.480591716058868e-07,130771589975.73505,56973208.77870549,4.7206405124845955e-21,4.524037375905639e-19,4.0530468615169403e-07,6.35743926897017e-06
4,0.2596620072986645,3.5945286340969656e-07,135491494346.05936,47442725.84821702,8.763674264407884e-21,9.423463413021789e-19,2.926441315902141e-07,5.635244998031174e-06
13,0.2639514866745232,2.3756092737282787e-07,143375587292.2136,42651905.14517584,2.121611114743768e-20,1.9772086391297607e-18,3.465274173608957e-07,2.5706690115441917e-06
1,0.2627220240482431,2.009492467656461e-07,146566252892.7642,23969266.32740785,4.3167285828686965e-20,5.0588046007684654e-18,3.174696664336624e-07,2.325299634638426e-06
1,0.2604051000808279,2.0076348987205185e-07,186369514528.4092,44283153.36992952,4.449385785662587e-20,5.072273413081701e-18,5.571316515843537e-07,1.4566071753269346e-06
6,0.2569193721149815,1.7060467055964905e-07,160785645824.28424,47601637.73496281,4.8250002784749287e-20,9.069909784542266e-18,5.365044333829181e-07,9.970629795627003e-07
4,0.2684680251621403,1.7746304693735005e-07,110282309734.24612,25861443.07412597,3.074389716981611e-20,1.811719598036944e-17,5.169514000745248e-07,6.391883906592252e-07
2,0.2707347111070959,1.1132646422712825e-07,152594811626.78934,17594980.516569827,1.2000104160272613e-20,1.6538534873017706e-17,4.3484798158655866e-07,6.30109874202495e-07
1,0.2795763471840982,8.161958103803665e-08,136876436929.97218,26455711.53443782,9.242100149035968e-21,8.992754383862958e-18,4.684177446002755e-07,7.893070660846149e-07
2,0.289406469998262,1.155327635769566e-07,61130524658.52431,17755762.236506667,4.969000302900213e-21,1.5243174318078513e-17,6.228853332795465e-07,1.6036383561056002e-06
1,0.2968638286400878,7.253751890185469e-08,62654845400.71256,14099313.20441181,1.910675365201004e-21,2.3418894958733224e-17,9.017191300538264e-07,1.3851608298842378e-06
3,0.2913231428682666,1.1393862067463257e-07,39889953958.72813,10551109.691906689,2.777634036060017e-21,5.5496671825355193e-17,1.0062238320201e-06,1.1320483033717728e-06
1,0.297958136551662,1.5035234860833754e-07,46204326685.42215,5696962.483783203,2.9807390229993028e-21,3.42214877982771e-17,5.371334295392605e-07,1.004121875008225e-06
3,0.2926113368633938,1.2994740651549428e-07,90544524263.7888,4838862.447220951,1.2277942847703253e-21,2.1041583573380204e-17,4.050315458539848e-07,1.4423690265612663e-06
2,0.2902578737481153,1.4694859203380236e-07,77756199591.27005,4259144.1090576695,8.029602019455957e-22,1.3461965590631037e-17,3.344499849259604e-07,1.6054300589469863e-06
3,0.2879004663717895,1.693102784185309e-07,192195352851.9213,5921211.778301416,1.0804900976546685e-21,6.829221077313022e-18,3.08513457328374e-07,7.099298662587885e-07
2,0.28301650604163,1.564926226729645e-07,171098685833.15134,4152188.21118146,1.474022695762916e-21,4.248500284371627e-18,3.5791273081256375e-07,5.625578847912274e-07
1,0.2829685156667184,1.2420413816378313e-07,329039617254.5569,5940142.714704051,7.587501678476165e-21,1.862236344451763e-18,7.259204552974739e-07,6.628809151012783e-07
3,0.2811419210210822,1.0434637814988261e-07,678348271835.4857,4293210.27801411,8.83172768818429e-21,5.304219045433538e-19,1.0164371448441115e-06,8.143497605026963e-07
4,0.2765420198628462,1.0314003418938689e-07,819031547168.9637,4200416.6646360615,6.933186022988439e-21,1.1197713675929313e-18,6.876844442511263e-07,7.282875687786658e-07
1,0.2695951085253289,8.2914540312786e-08,1051285995320.6364,2010406.466691773,4.651191478095221e-21,7.743953369277263e-19,5.797556522321359e-07,7.256743618372157e-07
1,0.2667784859829368,6.390839170415717e-08,1010879778105.442,1879877.429674213,1.776274172352392e-21,2.6628380636732453e-19,4.610849545230952e-07,9.601406589624222e-07
2,0.2654999653244063,4.9348483410784746e-08,1751469030966.0728,1304790.337009858,2.3687081339564943e-21,4.157078514336475e-19,5.058304157765542e-07,6.680040910633454e-07
4,0.2667275820648754,2.7706269921859034e-08,1665628632821.972,2451217.614944652,1.0004217881830873e-21,4.909677113941649e-19,4.035727078873642e-07,7.26607866672832e-07
2,0.2636150808370353,3.1698044817650424e-08,1363440143515.277,3500197.563886402,6.092802238576336e-22,4.554340404898292e-19,5.6856984415483e-07,8.740335118127044e-07
2,0.2704311765992425,2.1874556904463442e-08,1222534247883.222,7285809.053707958,5.252916578791306e-22,9.414534876328511e-19,1.3015802414092702e-06,3.944075489829399e-07
2,0.2721012156320899,2.1785398938675974e-08,1937988118782.168,7055219.099281872,1.1238981802029062e-21,5.598633814005916e-19,9.226058332267618e-07,3.679129176663285e-07
1,0.2654945306779624,1.3878932175249773e-08,2448235470163.904,7678205.327337718,6.05737842740896e-22,1.1404154130910605e-18,7.357233207051115e-07,4.06468809356863e-07
1,0.2587370503167201,1.14841989603401e-08,3747554678774.0767,12748172.9313581,3.1717915773225043e-22,8.468529232080482e-19,6.112993779029248e-07,3.191481363561855e-07
2,0.2522611245498531,8.397977658441602e-09,2497030971131.5195,19570193.447349217,1.9025156363216812e-22,2.3891098005091253e-18,9.766208550173185e-07,2.4955489408439505e-07
4,0.2454248694073136,6.4335090161828785e-09,3016427804100.213,25496063.201626647,1.5310648304293057e-22,4.043075511674106e-18,1.9231486246132112e-06,2.146770810008354e-07
1,0.2403185933492048,7.541075384578627e-09,2930745595876.11,27678359.512488853,3.0198357045474057e-22,3.3768957704003558e-18,2.8075451468546917e-06,3.162599230981199e-07
2,0.238919349275316,7.810281834496845e-09,2249878457143.103,34483434.38772732,4.798783403279799e-22,5.114653812278942e-18,1.8009367342649308e-06,5.38821834938108e-07
1,0.2425063524550963,7.808393868460726e-09,2368831684798.756,21524958.17396995,4.590091351653605e-22,4.9745665909012016e-18,2.977469469421019e-06,5.510424259656892e-07
1,0.241809372468809,7.964157617805402e-09,2417136939692.848,16914736.984529052,5.956572546063804e-22,3.1690106717528182e-18,2.563237644256925e-06,2.934399474221313e-07
2,0.2491704825745009,7.685512677454984e-09,1978613105320.305,11634039.940159729,5.544531425673078e-22,3.006370580243901e-18,1.4191553896288146e-06,3.085145774392103e-07
1,0.2502706220730437,1.0957663855528406e-08,1989663539546.0464,5033839.490026463,4.399536644288007e-22,1.290913235138988e-18,1.4632185338419633e-06,2.6158791874617654e-07
2,0.2493180614554397,1.9661651798407683e-08,2685750015418.126,5763100.397512603,3.6415036502083897e-22,1.712942201967551e-18,7.279854761508353e-07,1.5687601499623585e-07
5,0.2479983662964797,1.4887021587300307e-08,3079196318320.028,5687080.268162763,2.864576972544513e-22,2.5778264242048923e-18,5.686119533576304e-07,1.0595467135933866e-07
1,0.2387142237828017,4.602594922930151e-08,2000096213940.0813,6728541.026997009,5.894989532144244e-22,8.582712960872232e-19,4.676276640680412e-07,1.681603185342541e-07
1,0.2371465142904439,7.328130522093098e-08,1894808214349.4055,7567516.346146438,1.4032509892228314e-21,4.0698773172213403e-19,2.264366709035585e-07,2.546122869230255e-07
2,0.2346309173371419,8.1379956553187e-08,3305211623228.267,5178887.701494288,4.40329931361529e-22,6.25427875907813e-19,3.001020918432313e-07,2.2872572415551926e-07
3,0.2394517247262605,1.0892415335232889e-07,2856462835378.73,3205602.878363136,1.8266475587256341e-22,4.1347140709811065e-19,2.886277911907957e-07,1.9076131174440205e-07
1,0.2430186661215425,8.880212550340099e-08,2475588786521.021,7706651.459529566,1.3015540508114822e-22,4.933603325474036e-19,2.0913392963454714e-07,2.8774477912142565e-07
2,0.2491443669689495,1.2053966884985818e-07,1559878750127.4084,12723433.639454933,1.618163522067163e-22,1.2831227300478369e-18,2.28076701333378e-07,4.468207909926474e-07
5,0.2486900420905229,1.824119707009289e-07,2500475499224.6074,17662342.34171382,8.149042021966582e-23,1.0997817895569545e-18,2.671755183639733e-07,2.2083767467732642e-07
1,0.2513847251129961,1.6185377212800829e-07,4816562767181.037,22500172.90374866,8.765177810245699e-23,1.4285940196695877e-18,2.0744473607538361e-07,3.0080165332084746e-07
1,0.2619371916781461,3.605195166933533e-07,5087995086286.929,18822490.468541604,2.0418349238767188e-22,1.4290056681688016e-18,2.1659795638998926e-07,2.238805051335757e-07
1,0.2690380613695696,1.5111675840569806e-07,2267053394264.398,14506286.816274514,1.8765388173807096e-22,8.162892984865235e-19,1.5584070514524528e-07,2.6574371388953544e-07
4,0.2650686216615058,1.1037464348852065e-07,2506231471250.454,8878864.019076798,1.3603216531531857e-22,5.246600275207606e-19,1.582063567571065e-07,6.006807025746159e-07
2,0.2659497758720758,7.289028483511196e-08,2856127917455.1284,7772354.330953362,1.4221774441008275e-22,1.8924491287269644e-19,1.714964914986931e-07,1.0882527512321328e-06
2,0.2651199437288307,8.974086960727427e-08,3716738988578.347,7632278.774550652,1.9285252910200811e-22,3.3849761001436984e-19,1.330971536521212e-07,9.265765856773912e-07
8,0.2682091858050675,1.1111140990395905e-07,1610127294472.5574,11603603.522410829,3.784371881318021e-22,6.79670011664529e-19,1.663214957345413e-07,7.08519116195928e-07
1,0.2653717225230135,7.642776344369943e-08,1745560543106.068,17610671.67466055,4.425110131248818e-22,6.212911982776194e-19,2.1731134108408933e-07,1.5576137788680753e-06
1,0.262093326944964,8.418441424314995e-08,1771264050744.8557,7061738.363906342,1.1117590946371144e-21,1.3484027332578712e-18,2.603066964690233e-07,1.7198187707990167e-06
2,0.2579929032048342,8.050218562261503e-08,936329718455.9896,8353606.330941801,1.2566777216500437e-21,1.083230454920414e-18,1.949596106964864e-07,2.9685512839418835e-06
3,0.2577979759240887,4.8280546644393756e-08,950358962962.7168,3978372.660255441,1.1269833002588472e-21,6.331894552574837e-19,2.441885533307719e-07,1.5713930659749352e-06
1,0.2683385244930857,5.6701987494710645e-08,878508426885.3988,4956430.028332095,2.751710254008018e-21,6.64958332288735e-19,2.472491972330354e-07,1.5384596339531397e-06
1,0.2668034261603438,3.930385771977863e-08,764491371364.5696,5274616.8997369865,2.79079455693238e-21,6.682451429300759e-19,1.769882646180235e-07,1.0865212397479152e-06
5,0.2573070855675455,3.8576244211608556e-08,619180992188.9021,3146487.913112448,1.6053621259759205e-21,3.5512722001420554e-19,1.5417450990848265e-07,6.158692426011736e-07
3,0.2624750143992524,6.488277446706103e-08,503013817687.0888,3014203.400843575,1.2873806351665402e-21,3.3537835653178107e-19,1.9863351442959053e-07,5.097686194769218e-07
1,0.2545013928319841,6.193647768451806e-08,337013028278.21906,4233326.459378437,1.1364872923796625e-21,1.8221835419365933e-19,2.458902800800191e-07,2.449379037860929e-07
1,0.2485087787184412,4.791712299824521e-08,251116468506.91187,5567427.040415489,8.094303861159827e-22,1.6442580151673585e-19,2.891688057903213e-07,2.804888582471881e-07
1,0.2380151117860507,4.5675882566022594e-08,388716857031.44775,8122599.058886165,6.743766712393409e-22,2.0673101390355945e-19,4.908491188958103e-07,2.3309108380977249e-07
1,0.2374746564380958,2.4771536419104927e-08,474638935597.1274,13884394.136238055,6.598696064609396e-22,8.796914214697647e-20,4.0366490519453394e-07,1.285495880210299e-07
4,0.2198635013814387,3.1373940703209295e-08,462106617033.1601,24339848.601007745,6.275239760406718e-22,7.85717974651056e-20,4.593297900955118e-07,2.594877718149415e-07
1,0.2230612041653963,3.5769145239921994e-08,507259920659.13367,13786968.269485572,3.2682995723961743e-22,1.7067653880537814e-19,4.858949008592879e-07,1.5009723513050438e-07
1,0.2222244361290455,2.6046075369861944e-08,449299023055.8056,21073281.123798024,2.0405275041874236e-22,1.2932226282747026e-19,4.870080778250926e-07,1.4119268140292144e-07
3,0.2184322629167721,2.4395889628494225e-08,535437598931.0766,12842138.1227768,2.3349702276886882e-22,1.9789101540913932e-19,2.3379996918136755e-07,2.0270512394341435e-07
5,0.2036054595449818,3.3908442654946426e-08,479712470759.1782,9752183.829330018,4.572443031403844e-22,2.30205446684935e-19,3.197229331841931e-07,1.592571100238094e-07
1,0.2100373029048873,3.078723291020218e-08,457962248517.9824,13383864.663700394,3.8809615977608015e-22,8.369335929991571e-20,3.564556127145749e-07,1.2066113720913002e-07
3,0.2139697460858297,1.7861412883467602e-08,686906535708.1018,19152484.127064347,2.8668620895462064e-22,7.025652982072214e-20,2.979090809573813e-07,2.406393433585664e-07
1,0.211915801719142,1.9062252484725e-08,408443256941.35205,27978156.12636469,3.810599904779164e-22,6.797486318258706e-20,2.763706950732871e-07,1.7613685347891701e-07
3,0.2135591870523998,2.4811383484080232e-08,325539091348.4381,30003241.533782814,3.418341712441732e-22,3.9996423754783e-20,1.5716459790787258e-07,1.648223879646895e-07
1,0.2147198198977905,3.5381798198169804e-08,481329551989.3019,38083201.32135055,6.689331089859847e-22,4.740074405508531e-20,9.350707813438813e-08,1.572375622455415e-07
4,0.2132785689382393,2.8384667801651932e-08,286147712883.9705,24744621.5290604,7.90388095105982e-22,4.8739628003698424e-20,1.3072926556393676e-07,1.2942010816205537e-07
2,0.2069439466399385,3.401879901865138e-08,216492152314.4641,33052094.17820261,1.3787577354639453e-21,2.4735739234636452e-20,1.2701341187825054e-07,1.434879168085009e-07
4,0.2063286030742087,5.08723978033997e-08,136099482744.80402,31348687.832581174,8.620633348902113e-22,1.4428568127682532e-20,9.600172142022348e-08,1.741752997741167e-07
2,0.2062627233290576,2.4059396412143198e-08,113185131481.74324,15049226.485102436,1.0934978482334637e-21,5.707031068583153e-21,1.7516751423249785e-07,1.5179733994602344e-07
4,0.2009169492971316,3.0552613777783313e-08,145382311829.59833,14835857.20477312,1.5974831920794644e-21,1.0998307425321956e-20,1.4679916105071757e-07,2.0459859429329868e-07
3,0.2017754776760386,5.279573251466002e-08,162057973984.7967,8871471.54610052,3.4504596220617814e-21,1.531301223800887e-20,2.398103683899145e-07,4.6755541903630594e-07
1,0.1966188409499064,6.578555407087262e-08,136656799124.72694,7083973.653252615,4.089118067931901e-21,2.569545701047197e-20,1.4285260704647198e-07,7.120007788544554e-07
2,0.1943122092041969,9.796614434312997e-08,97904546711.2904,8948860.197059453,6.25911813926746e-21,7.462076794174832e-20,1.1875386532115177e-07,1.387501016158178e-06
1,0.2011703643112864,7.5625705866241e-08,92024035075.18724,10753979.47811498,6.1017667651060956e-21,1.033126306868278e-19,1.3712041384124222e-07,1.0048479634863885e-06
1,0.2072061556607516,7.926912250438935e-08,84212377224.41411,10141808.417572318,1.0718195241950176e-20,1.4584971976029597e-19,2.2838963043317961e-07,1.2850871396818194e-06
1,0.2115268729331189,8.865805006394149e-08,55932532114.26541,10695779.317761227,6.862381890328617e-21,2.260332110014199e-19,3.77184089368183e-07,1.1865425866484182e-06
2,0.2208375068070783,7.188984372905526e-08,75816289142.64319,11590459.852475496,3.6806736487269536e-21,3.300613109009682e-19,3.5367569764289e-07,8.630574561785546e-07
1,0.2223634638272014,8.51875953916009e-08,88624361162.97275,25840133.94041184,5.7219122532438096e-21,2.7879226263157765e-19,2.016643674259559e-07,6.983041294656499e-07
10,0.2185027154157511,1.175739969077885e-07,129117481519.99734,23510032.993840765,3.9278728668908476e-21,3.2104472166906095e-19,1.935253251936115e-07,4.764906684267355e-07
2,0.2257169135023114,1.287585902484599e-07,158189822948.43686,37658423.401853815,1.2926393757364045e-21,1.317291728247804e-18,2.966947220905808e-07,2.233936178734233e-07
3,0.2231041542320803,1.1720207472322584e-07,184767612723.96216,24009552.87271032,2.6795028323279865e-22,1.1499952984717026e-18,4.440311665755056e-07,2.270751807557677e-07
1,0.2191701286301102,9.422494113521941e-08,125685617508.63826,36671827.04323525,5.7873842380024215e-22,1.6726674584048831e-18,1.0188524399269633e-06,1.5224446791790318e-07
2,0.2206793451368204,8.817800389756498e-08,174429624911.52637,30458069.20484665,7.325542791207527e-22,6.913122502280075e-19,8.923958095628057e-07,9.093026942411577e-08
1,0.2184714561138563,8.432100917458971e-08,201804448843.05777,24596883.76310564,1.5983547577831236e-21,5.524591989520527e-19,5.821079789340994e-07,1.689447812060171e-07
2,0.2160817960365566,1.5026589889756508e-07,142090283693.1975,24598737.60687777,1.5043359655403942e-21,9.493891809814574e-19,4.413031961465088e-07,1.800882318973977e-07
2,0.2103850351348038,1.0001195370818529e-07,138294161921.00146,24197999.690854337,4.553437133544972e-21,1.9486702971977134e-18,5.112373045889028e-07,9.826794172515634e-08
1,0.211609483715007,1.1209327626614373e-07,132568831236.62364,8573620.805554492,6.681088610553947e-21,5.379776994994019e-18,6.253713747687115e-07,7.84684279119412e-08
4,0.2036087754356472,1.049227269549012e-07,143909155483.4235,13417477.766636249,2.102950649208656e-21,5.87732433580308e-18,5.924723341737637e-07,8.313570529308293e-08
1,0.197558390369899,1.262510889068244e-07,235540554064.01648,10528429.553008528,1.1890791108895105e-21,4.40166678572105e-18,4.268465392153743e-07,1.2273843731858674e-07
1,0.2005981840528213,1.52021067854653e-07,370377967749.4251,9946963.948419096,1.5330035646045368e-21,2.427383822084835e-18,3.117373914442564e-07,1.431840710607042e-07
1,0.1947949737188868,1.2023659300233156e-07,424132903800.3307,15171879.63281899,6.099572738680955e-22,3.197532289254596e-18,5.666168062483356e-07,1.8928585691545209e-07
3,0.1968781058574076,5.9348457287509955e-08,192077564288.59995,10797695.549596732,5.282791153392609e-22,2.571454310498819e-18,5.232780751047123e-07,8.912802264344109e-08
1,0.1937501445105469,5.657490602677449e-08,145885251103.314,11425338.850405317,6.375196746810237e-22,2.335198690162549e-18,7.959056626625234e-07,1.4123742140942365e-07
1,0.1994967127545778,2.849482326063667e-08,180252899572.3631,14570346.608398844,7.2136614303289135e-22,6.24080985844941e-18,5.747207949705149e-07,1.874022537511695e-07
2,0.1943377781983867,2.5891644807950907e-08,230027534598.86197,20658773.471775506,7.045119831968183e-22,1.457728656814645e-17,4.944230595976871e-07,1.648280283321735e-07
