N,biot_coefficient,storativity,young_modulus,init_stress_x,perm_kr,perm_km,perm_beta,perm_gamma
2,0.1907921227169175,6.053586513693245e-09,165690003030.3676,34484335.11710061,6.958604929598115e-23,5.624599405310269e-16,4.387038630677653e-07,5.16608719335335e-08
9,0.1889701657141489,5.876866391101983e-09,228786948844.1117,33760383.53841929,5.04513351715436e-23,4.015695282895233e-16,4.5549367045092406e-07,6.032758362460848e-08
106,0.1898796769959344,7.049049270664916e-09,296692850295.4644,35674354.66056442,6.634765842370058e-23,4.812543697381662e-16,7.9308163983054e-07,5.2257300309699974e-08
43,0.1863027330854957,6.648858224019897e-09,221958926709.4224,31903973.980603017,7.763341141395692e-23,3.7046104927912383e-16,8.880486219444587e-07,4.313155793093936e-08
35,0.1866378833435554,6.249547131860931e-09,230125773862.97028,33969016.52236366,4.992499654572149e-23,3.540094060255633e-16,9.688418873895864e-07,1.9995647188622725e-08
46,0.1870136830747611,1.1646171992128204e-08,136665129457.1456,31474066.106526416,4.1675242349575653e-23,3.3731090302029453e-16,5.465513218174801e-07,3.1112610661733575e-08
21,0.192051813516091,1.5181236499884366e-08,283591093877.11206,57627476.99027615,3.954725437885812e-23,1.9673357882821496e-16,9.095153580650318e-07,1.9534646948733687e-08
15,0.2015825368949701,1.3272742513920028e-08,358377011054.5026,67483031.73829505,2.295765626082761e-23,3.2553246183510443e-16,5.565034210400376e-07,1.375943916010776e-08
5,0.2002010007200987,2.136315871298348e-08,196655071296.7488,66127611.07885896,3.365045707253892e-23,1.9731378943705234e-16,9.016936731100818e-07,3.0094449471197625e-08
4,0.2031217068912821,2.2704116664207437e-08,340613942508.76324,74184452.09765077,2.140694405082397e-23,1.8378716395160427e-16,6.796185587702234e-07,3.314052479702551e-08
1,0.2019204159519801,3.9226872782590485e-08,243307968398.57135,72082611.91874215,2.835505972268469e-23,2.117219512087059e-16,4.245507255093253e-07,3.3388528076625635e-08
7,0.2016444503619104,3.6980593351562975e-08,281922208335.08527,86526548.2294097,3.922045547682653e-23,1.9387768774408703e-16,5.273115903568653e-07,4.858297257638904e-08
2,0.1976474331433552,3.3506553627492585e-08,236070511613.7614,82797241.26694082,3.189295421427009e-23,1.2505464447985688e-16,8.846889441829176e-07,8.324065963328601e-08
12,0.201356253038017,1.3148728074089989e-08,334980219943.00635,64820208.73118818,1.5546807032945902e-23,1.231088484603087e-16,1.4193030838025874e-06,9.656733493593665e-08
3,0.2008991022589218,1.8336984111211653e-08,147421998417.52634,45346434.428313,1.8766626964251437e-23,1.1703144020655087e-16,6.650314833968458e-07,6.557898276586651e-08
22,0.2087324501923624,1.9371636626692417e-08,142579695462.4168,48915581.27547044,1.4196600114465937e-23,5.614309384487164e-17,6.811284078048891e-07,6.33727452502508e-08
7,0.2143215401755699,4.9688945689425455e-08,69923798613.79828,45765752.54471414,1.2813630770176276e-23,7.576167686697677e-17,4.834047613444861e-07,9.972116076339601e-08
6,0.2067194093395202,2.343912975763104e-08,90866833007.8324,46290099.58389552,4.967232158828855e-24,2.777085565964865e-16,3.500346571124972e-07,1.1793886993529289e-07
7,0.203651288479067,2.6588172596024684e-08,136450416069.31046,52405455.49138492,1.1172638932753949e-23,1.520487771833287e-16,4.792791671770434e-07,3.0272639510624065e-07
23,0.2092499589946254,2.4026858502220305e-08,96415303551.2151,44708023.124875866,9.516823793723078e-24,1.2468472721950142e-16,4.934146142280058e-07,3.087614892666963e-07
6,0.207565382187113,2.4171538152399903e-08,92687003711.8786,37166478.278078735,5.478610374866708e-24,4.394722501036089e-17,5.921986717729011e-07,6.160629052607801e-07
15,0.2164124080482521,2.5010608884818652e-08,62428283985.59263,34522301.11928677,7.144969678258595e-24,4.6376677356694654e-17,4.049343613582481e-07,5.198101678152527e-07
34,0.2150118535791525,3.5102879523148444e-08,66950070123.63495,41874211.5516558,8.02346140618647e-24,4.7136071540103825e-17,3.500061372310764e-07,6.310773898921695e-07
5,0.2152160760546086,4.837883869602159e-08,97115640763.28008,68522613.7353964,8.932240451692412e-24,2.4844467969434336e-16,4.774978756295851e-07,4.149961951598548e-07
4,0.2149255812763677,5.40905307915154e-08,104473093799.14426,68661817.43308589,7.606343328358804e-24,3.54564027733101e-16,3.3837550906461104e-07,2.548487749323695e-07
7,0.2172852551435623,5.9582408176450894e-08,113305566343.40712,71311663.44851641,1.4759561937139674e-23,1.3547071990140883e-16,4.678359765755597e-07,3.15969491267702e-07
3,0.2137200774918307,6.809727588234647e-08,60112470893.590256,54473374.679763794,1.9497765953903848e-23,3.061900218618484e-16,3.299500161368813e-07,3.196126904080984e-07
4,0.2241147947937429,5.201015404931264e-08,56062774786.956924,37621259.386816174,4.2692019967783804e-23,2.520685461336566e-16,4.64220494876281e-07,2.593859361668852e-07
4,0.221423395020815,4.225066383426387e-08,46776608988.48688,42955750.25258235,3.143690622090974e-23,1.1319568882559906e-16,5.672762813179653e-07,2.738360410936186e-07
6,0.2165956525546612,7.00428701315646e-08,90856391840.3053,64767685.578629255,3.3205780585275075e-23,1.5054471682633992e-16,3.2388979102704577e-07,3.840245936050806e-07
11,0.2128202047828405,6.853063884963551e-08,82157282258.52235,68628585.60551625,2.6331284236194298e-23,2.6169289996999483e-16,4.066778940678176e-07,8.113852231838927e-07
21,0.2127561150401799,5.3806474739711786e-08,93320023486.34164,81392867.98961307,1.451904794659635e-23,3.167331484876581e-16,3.6117967137924003e-07,3.408703887865035e-07
7,0.2086762984845859,6.455419955037709e-08,62899034060.95966,59859091.812958606,2.0049291274768186e-23,4.994674307393183e-16,3.530798436300525e-07,2.3317892737155958e-07
3,0.2117242143116132,3.646652073043389e-08,79310467077.99509,52387786.523451455,5.746742574726899e-23,3.384322493506334e-16,3.675404933818452e-07,2.127485305470114e-07
2,0.2163591250897255,2.057862216673242e-08,86474450925.6682,43283835.48783405,7.94311282632014e-23,1.4755870078949408e-16,3.466968741777151e-07,1.731732169305269e-07
1,0.2210259072127179,2.945971828006984e-08,92831294978.7494,39439122.147884026,6.090847623995464e-23,2.224974027434242e-16,5.358544983384307e-07,2.6464597575077976e-07
6,0.2223176997879227,3.1114844785663684e-08,125485118635.21692,55933499.00671364,9.377599368253173e-23,3.8906779161791273e-16,7.622300697187886e-07,2.840149649672887e-07
1,0.2285024263089941,3.9105199567185496e-08,87866162210.99628,53727907.854079686,9.831167586786876e-23,1.3511416888130511e-16,8.051454856463232e-07,3.519441771262782e-07
10,0.2286790650633888,2.0283118982753144e-08,144668803790.28445,56689761.003207766,1.6410517762446226e-22,1.4677955912365336e-16,7.613069465501982e-07,3.847742202923082e-07
3,0.2207961373820407,1.1964048029962992e-08,142249200793.8163,39754786.75972789,2.0625256337336068e-22,1.7844515246150315e-16,5.703725256824447e-07,5.048173429573444e-07
24,0.2225665484761727,8.834640777620085e-09,89178974901.53798,25593959.708117437,7.813450603801469e-23,2.689442647326744e-16,8.877981563971094e-07,8.467898871937084e-07
11,0.2229428552086328,1.46697262959763e-08,72143427002.77069,29584669.14391728,6.610913099239451e-23,1.7019642578826175e-16,6.090531913653055e-07,7.163606306377668e-07
36,0.221602472848079,1.79199615993298e-08,131102527981.90286,35837318.599700555,5.198368987834454e-23,1.9066574618098382e-16,1.0063576773653494e-06,7.554033859777459e-07
8,0.2165045218317737,1.7963196716531127e-08,191745769033.68155,54386757.53609918,8.490206605323626e-23,1.6989060088854534e-16,9.322465934784128e-07,7.095856682276498e-07
4,0.2221157501125776,1.3980890780405788e-08,218033312277.9535,50284913.30957689,4.843832366777568e-23,1.0078799561001948e-16,9.661333382394407e-07,1.2055693102957983e-06
5,0.2240046488508564,2.1983470417279697e-08,148939762262.93417,51633779.73528798,2.586632509527081e-23,1.0444007259894556e-16,2.1712309266777706e-06,9.445825277354668e-07
3,0.2159498803820314,1.9429400026187565e-08,101134853066.2627,38015273.292602725,1.136727793921924e-23,5.2102878783367304e-17,1.7638766038547309e-06,8.070653624708928e-07
9,0.206006681176465,1.839971539809646e-08,131651083650.03278,40671573.18062028,9.547923396252745e-24,3.7960045533041445e-17,2.792158972201357e-06,1.1967014215722464e-06
5,0.2055796737085841,3.300770395400346e-08,67294670476.57056,33292656.132741854,3.11007503055334e-23,2.4398430467035446e-17,3.0745145763552324e-06,9.24559034373578e-07
5,0.2027411216060451,2.070936203425924e-08,81578084724.10391,30808823.544444084,2.220077969255952e-23,2.3906480809728685e-17,1.8494189864303333e-06,1.661857198489863e-06
1,0.1977531860642222,1.326718456362364e-08,50633623862.04843,22315254.924481075,2.087292065719395e-23,2.517091791628597e-17,1.2545763600369603e-06,1.3481873735831234e-06
8,0.1962637483994139,1.1610994080232518e-08,58182898121.62264,28813369.311915383,4.3993710803528537e-23,1.48679958517569e-17,1.4394161736240596e-06,8.334605855412058e-07
2,0.1975170173183377,1.0796741547833148e-08,38943412625.18645,24922900.328407854,5.783985605467399e-23,2.8737889721685975e-17,9.1224079003315e-07,5.87171368334501e-07
4,0.1905583335354737,9.645041184792722e-09,62848587880.05617,24505177.91321078,1.118635014022284e-22,2.0614615665692005e-17,1.2282622290036052e-06,8.553432492371062e-07
5,0.1951784340515595,1.4461773033354445e-08,60004385603.11064,32048886.04166795,6.981959448992406e-23,2.1417481532059065e-17,2.3079833068412418e-06,8.549437949248322e-07
3,0.1976331433758565,1.849658032665332e-08,66041289213.20353,26175788.162042744,1.7069249478618087e-22,1.723351163480053e-17,2.598100838748271e-06,1.0649104980780006e-06
2,0.1931563266711879,1.1155076806496214e-08,91417848186.16254,26936449.37892676,9.703158313746168e-23,2.2254564181459626e-17,2.4171918928666068e-06,6.966189579940772e-07
5,0.1901071037815569,1.703443177614159e-08,68985082034.1223,31037829.246760268,7.197304572031834e-23,1.0085183374688749e-17,2.611340186325073e-06,4.009908903885794e-07
1,0.1969362388466906,1.0782562981498808e-08,106677511846.04234,30108638.196944077,5.2146385518264364e-23,2.938076698711123e-17,2.7483848069972724e-06,2.2441328220902878e-07
38,0.197478133743566,1.3824378505661362e-08,58508830312.95969,27306240.823457904,7.301891547416101e-23,1.4999655660668494e-17,2.80681538324705e-06,2.5509615831199256e-07
4,0.1896512207024772,1.6499922455992085e-08,64015506580.57922,28676930.101657104,1.1483552984448124e-22,7.774400432887042e-18,3.399524991751324e-06,3.085737185426624e-07
11,0.195347619688555,8.755784616623349e-09,58069510196.307686,25737126.92436324,1.1178247468471067e-22,9.767232313665221e-18,3.398087571761973e-06,3.570615766055939e-07
3,0.1893507476745443,1.7036841042533082e-08,23046754633.005512,26385039.84839382,2.68738861659319e-22,9.449219987583685e-18,2.894972440919261e-06,2.1048649252014333e-07
9,0.1915816443633702,1.2081523118393402e-08,23459033279.19865,22070734.750990946,1.8042141766687213e-22,8.98287986275028e-18,3.420021036433744e-06,2.8841996692296984e-07
3,0.1939366911917037,1.6472515683850074e-08,16580630415.47205,21129905.43379464,1.508476116747173e-22,6.6209155372149586e-18,4.110215096115517e-06,4.171324127997095e-07
15,0.1896702818815908,2.455848025093458e-08,13267360793.79047,23439135.99640681,1.8007609698266307e-22,8.875876470142458e-18,5.085846416488717e-06,5.70237399626595e-07
32,0.1877166664340524,2.608913200640469e-08,11889921589.89635,20665776.12222599,1.3736204903980946e-22,1.3725150973742285e-17,7.78632376822252e-06,6.057548033306405e-07
3,0.1863152057975755,2.9421190778120425e-08,6518074820.411221,21087773.243664,2.339513814969994e-22,1.2889538116271021e-17,6.009463826307029e-06,7.264029273670585e-07
21,0.1917664382613213,5.4873562660666195e-08,5314490569.340088,19368121.853408497,3.212099379853924e-22,5.940965873280127e-18,4.314788184701013e-06,5.009939096393227e-07
3,0.1834927556552161,8.351560223536121e-08,7619337420.841344,25935136.494898997,2.7054940636487115e-22,4.843865752389338e-18,2.4553384280885265e-06,5.543670756083293e-07
2,0.1843560917443479,6.5262048069378e-08,5630537512.003198,23068907.219414223,1.8917738373710706e-22,6.3827754022011196e-18,2.0793323134113344e-06,5.591578988008809e-07
15,0.1908900174743199,8.311200952204373e-08,3018323310.619599,21379943.211667348,5.257213781389034e-22,5.083381897127151e-18,2.689250214669296e-06,5.825596679339508e-07
